基金代码,基金名称,基金类型,基金经理,今日净值,昨日净值,累计净值,今日涨跌幅,过去一月涨跌幅,过去三月涨跌幅,过去六月涨跌幅,过去一年涨跌幅,过去三年涨跌幅,成立以来涨跌幅
000279,华商红利优选混合,混合型,邓默,1.0395,1.037,2.068,0.24%,1.77%,-0.38%,9.67%,23.62%,28.87%,161.19%
000286,银华信用季季红债券A,债券型,邹维娜,1.0681,1.068,1.415,0.01%,-0.37%,1.41%,3.15%,5.22%,17.01%,48.94%
000289,鹏华丰泰定开债A,定开债券,戴钢,1.1152,1.1151,1.4223,0.01%,-0.46%,1.32%,2.94%,5.22%,14.91%,49.00%
000290,鹏华全球高收益债(QDII),QDII,尤柏年,1.171,1.1751,1.5096,0.00%,3.14%,-2.08%,-0.77%,3.24%,7.11%,56.51%
000294,华安生态优先混合,混合型,陈媛,3.133,3.135,3.623,-0.06%,7.99%,19.07%,34.26%,54.25%,152.10%,285.46%
000295,鹏华丰实定开债A,定开债券,戴钢,1.1593,1.159,1.451,0.03%,-1.19%,0.35%,5.65%,9.66%,17.94%,52.27%
000296,鹏华丰实定开债B,定开债券,戴钢,1.1363,1.136,1.423,0.03%,-1.22%,0.26%,5.48%,9.35%,16.71%,48.73%
000297,鹏华可转债债券,债券型,王石千,1.0962,1.095,1.095,0.11%,-1.97%,-5.77%,14.54%,24.86%,38.61%,9.50%
000298,中海纯债债券A,债券型,王含嫣,1.1321,1.132,1.272,0.01%,-0.53%,1.98%,3.28%,5.01%,14.92%,28.88%
000299,中海纯债债券C,债券型,王含嫣,1.1061,1.106,1.246,0.01%,-0.54%,1.65%,2.88%,4.34%,13.55%,26.04%
000305,中银中高等级A,债券型,王妍,1.0901,1.09,1.41,0.01%,-0.37%,1.58%,4.00%,5.89%,18.71%,47.05%
000306,天弘弘利债券,债券型,赵鼎龙,1.2851,1.285,1.401,0.01%,-1.15%,1.90%,4.05%,6.20%,12.08%,41.22%
000307,易方达黄金ETF联接A,联接基金,范冰,1.3606,1.3585,1.3585,0.15%,2.48%,5.36%,17.70%,33.82%,35.66%,35.85%
000308,建信创新中国混合,混合型,邵卓,3.2422,3.244,3.244,-0.05%,3.71%,-8.65%,16.44%,26.47%,47.32%,224.40%
000309,大摩品质生活精选股票,股票型,何晓春,2.2802,2.28,2.28,0.01%,2.70%,-6.29%,18.63%,35.47%,26.39%,128.00%
000310,安信永利信用A,定开债券,张翼飞,1.1803,1.18,1.53,0.03%,-0.59%,1.99%,5.08%,9.06%,23.47%,62.61%
000311,景顺长城沪深300指数增强,股票指数,黎海威,2.0716,2.063,2.403,0.42%,0.00%,-6.18%,-1.06%,5.31%,18.21%,142.69%
000312,华安沪深300增强A,股票指数,许之彦,1.7132,1.712,2.072,0.07%,1.07%,-4.39%,4.51%,15.04%,32.68%,110.24%
000313,华安沪深300增强C,股票指数,许之彦,1.6439,1.6428,2.0028,0.07%,1.04%,-4.48%,4.28%,14.56%,30.80%,102.85%
000314,招商瑞丰灵活配置混合发起式A,混合型,王刚,1.4445,1.445,1.658,-0.03%,0.28%,-0.34%,2.56%,5.09%,14.87%,68.30%
000316,中海瑞利六个月定开债,定开债券,邵强,0.8514,0.8514,1.2916,0.00%,-0.84%,0.50%,1.48%,1.53%,4.45%,26.45%
000319,泰达淘利债券A,债券型,李祥源,1.0848,1.0854,1.3792,-0.05%,-1.76%,0.25%,2.11%,4.71%,15.13%,39.77%
000320,泰达淘利债券C,债券型,李祥源,1.0701,1.0707,1.362,-0.05%,-1.78%,0.18%,1.97%,4.41%,14.27%,37.93%
000326,南方中小盘成长股票,股票型,吴剑毅,1.2886,1.2868,1.3548,0.14%,5.54%,-0.84%,14.23%,23.23%,31.52%,35.99%
000327,南方新蓝筹混合,混合型,吴剑毅,1.5811,1.5794,1.5794,0.11%,5.43%,-1.03%,13.94%,22.64%,49.00%,57.94%
000328,上投摩根转型动力灵活配置混合,混合型,张富盛,1.9618,1.963,1.963,-0.06%,5.54%,-2.77%,24.56%,56.54%,33.18%,96.30%
000329,鹏华丰饶定开债,定开债券,王石千,1.1464,1.147,1.147,-0.05%,-0.69%,0.17%,3.52%,6.50%,16.33%,14.70%
000333,长城稳固收益债券A,债券型,储雯玉,1.2507,1.2503,1.2703,0.03%,-0.31%,-1.64%,5.42%,9.82%,15.77%,27.36%
000334,长城稳固收益债券C,债券型,储雯玉,1.2258,1.2254,1.2454,0.03%,-0.34%,-1.74%,5.49%,9.73%,14.63%,24.84%
000335,安信永利信用C,定开债券,张翼飞,1.1735,1.173,1.498,0.04%,-0.59%,1.91%,4.92%,8.71%,22.07%,58.45%
000336,农银研究精选混合,混合型,赵诣,1.7342,1.7413,1.7413,-0.41%,8.69%,-5.12%,35.06%,54.69%,28.23%,74.13%
000338,鹏华双债保利债券,债券型,王石千,1.2605,1.2606,1.4439,-0.01%,0.00%,0.06%,6.66%,9.45%,23.77%,49.98%
000339,长城医疗保健混合,混合型,谭小兵,2.9471,2.9513,2.9513,-0.14%,4.14%,3.98%,34.75%,74.75%,105.52%,195.13%
000341,嘉实新兴市场C2(QDII),QDII,关子宏,1.1011,1.101,1.156,0.01%,5.46%,-12.76%,-9.46%,-6.38%,0.09%,16.28%
000342,嘉实新兴市场A1(QDII),QDII,关子宏,1.2581,1.258,1.526,0.01%,6.16%,-11.22%,-8.04%,-2.78%,5.54%,59.51%
000345,鹏华丰融定开债,定开债券,刘涛,1.657,1.658,1.723,-0.06%,2.03%,2.92%,5.61%,10.31%,40.87%,76.37%
000346,建信安心回报6个月定开A,定开债券,闫晗,1.056,1.0559,1.3953,0.01%,0.06%,1.66%,3.61%,5.58%,19.83%,46.48%
000347,建信安心回报6个月定开C,定开债券,闫晗,1.0467,1.0466,1.3425,0.01%,0.03%,1.57%,3.43%,5.20%,15.57%,39.39%
000351,国富恒丰定期债券A,定开债券,王莉,1.0272,1.028,1.407,-0.08%,-0.10%,1.76%,3.99%,7.20%,16.42%,48.23%
000352,国富恒丰定期债券C,定开债券,王莉,1.0263,1.027,1.382,-0.07%,-0.10%,1.75%,3.89%,6.79%,15.28%,44.81%
000354,长盛城镇化主题混合,混合型,代毅,1.3515,1.355,2.003,-0.26%,1.88%,-19.25%,6.19%,30.79%,6.11%,106.36%
000355,南方丰元信用增强债券A,债券型,杜才超,1.3084,1.3083,1.4603,0.01%,-0.89%,1.26%,4.92%,7.15%,22.27%,50.78%
000356,南方丰元信用增强债券C,债券型,杜才超,1.2802,1.28,1.428,0.01%,-0.93%,1.19%,4.75%,6.76%,20.87%,47.01%
000360,信诚年年有余定开债A,定开债券,吴胤希,1.25,1.25,1.377,0.00%,-0.40%,0.24%,4.34%,8.04%,11.41%,39.22%
000361,信诚年年有余定开债B,定开债券,吴胤希,1.2181,1.218,1.344,0.01%,-0.49%,0.16%,4.10%,7.69%,10.23%,35.74%
000362,国泰聚信价值优势混合A,混合型,程洲,1.9292,1.933,2.931,-0.19%,1.42%,-2.03%,34.24%,59.62%,69.26%,255.28%
000363,国泰聚信价值优势混合C,混合型,程洲,1.9442,1.948,2.942,-0.19%,1.35%,-2.21%,33.88%,58.76%,66.64%,257.52%
000367,国泰安康定期支付混合A,混合型,王琳,1.5746,1.574,1.574,0.04%,0.45%,-1.01%,4.52%,8.33%,20.43%,57.40%
000368,汇添富沪深300安中指数,股票指数,吴振翔,1.6555,1.6525,1.6525,0.18%,0.74%,-4.88%,7.45%,16.59%,18.65%,65.25%
000369,广发全球医疗保健(QDII),QDII-指数,刘杰,1.7357,1.714,1.824,1.27%,0.82%,4.13%,3.07%,16.92%,32.66%,88.59%
000370,广发全球医疗保健美元,QDII-指数,刘杰,0.2434,0.2404,0.2573,1.27%,0.13%,2.43%,1.69%,13.13%,27.80%,62.29%
000372,中银惠利半年定开债,定开债券,奚鹏洲,1.0403,1.041,1.417,-0.07%,0.19%,1.86%,3.56%,5.70%,17.90%,48.98%
000373,华安中证细分医药ETF联接A,联接基金,苏卿云,1.6261,1.632,1.632,-0.36%,2.13%,9.75%,18.60%,33.66%,30.87%,63.20%
000376,华安中证细分医药ETF联接C,联接基金,苏卿云,1.5892,1.595,1.595,-0.36%,2.11%,9.62%,18.41%,33.14%,29.46%,59.50%
000377,上投摩根双债增利债券A,债券型,唐瑭,1.1055,1.105,1.515,0.04%,-0.45%,-0.18%,3.99%,6.97%,9.79%,59.92%
000378,上投摩根双债增利债券C,债券型,唐瑭,1.0965,1.096,1.49,0.04%,-0.45%,-0.18%,3.76%,6.56%,8.34%,56.35%
000385,景顺长城景颐双利债券A,债券型,毛从容,1.4758,1.475,1.635,0.05%,0.20%,-0.34%,3.68%,5.42%,15.44%,63.92%
000386,景顺长城景颐双利债券C,债券型,毛从容,1.4378,1.437,1.593,0.05%,0.14%,-0.48%,3.42%,4.98%,14.06%,59.68%
000390,华商优势行业混合,混合型,周海栋,1.2261,1.23,2.568,-0.31%,1.23%,-9.43%,17.18%,39.68%,62.72%,251.65%
000394,融通通源短融债券A,债券型,朱浩然,1.0613,1.0612,1.2722,0.01%,-0.05%,0.98%,2.20%,3.75%,12.10%,29.27%
000395,汇添富安心中国债券A,债券型,何旻,1.2901,1.29,1.29,0.01%,-0.39%,0.62%,2.38%,4.62%,13.36%,29.00%
000396,汇添富安心中国债券C,债券型,何旻,1.3011,1.301,1.301,0.01%,-0.46%,0.54%,2.20%,4.25%,15.03%,30.10%
000398,华富灵活配置混合,混合型,张亮,1.0454,1.045,1.27,0.04%,0.29%,-0.57%,5.66%,20.95%,2.96%,28.21%
000402,工银纯债债券A,债券型,张略钊,1.1683,1.1682,1.37,0.01%,-0.88%,1.19%,3.35%,5.81%,15.05%,38.94%
000403,工银纯债债券B,债券型,张略钊,1.1559,1.1558,1.3403,0.01%,-0.92%,1.08%,3.13%,5.38%,13.66%,35.62%
000404,易方达新兴成长灵活配置,混合型,刘武,3.3761,3.387,3.387,-0.32%,4.80%,-7.03%,29.77%,78.08%,85.79%,238.70%
000406,汇添富双利增强债券A,债券型,曾刚,1.1471,1.147,1.48,0.01%,-0.35%,-2.71%,3.99%,9.75%,21.55%,53.64%
000407,汇添富双利增强债券C,债券型,曾刚,1.1448,1.145,1.478,-0.02%,-0.35%,-2.80%,3.81%,9.35%,20.36%,53.10%
000408,民生加银城镇化混合,混合型,柳世庆,2.1956,2.199,3.094,-0.15%,3.34%,5.01%,18.99%,45.53%,66.59%,281.79%
000409,鹏华环保产业股票,股票型,孟昊,2.2124,2.215,2.215,-0.12%,6.75%,-3.90%,26.79%,48.86%,37.49%,121.50%
000410,益民服务领先混合,混合型,赵若琼,3.3532,3.346,3.346,0.21%,6.80%,-2.65%,17.28%,22.21%,28.35%,234.60%
000411,景顺长城优质成长股票,股票型,徐喻军,1.2672,1.266,1.616,0.09%,1.36%,-3.36%,3.35%,15.41%,26.85%,60.27%
000414,嘉实绝对收益策略定期混合,混合型,金猛,1.2431,1.243,1.243,0.01%,0.08%,0.24%,1.89%,5.16%,6.51%,24.30%
000415,大摩添利18个月定开债A,定开债券,李轶,1.363,1.364,1.464,-0.07%,0.29%,1.72%,4.04%,7.57%,22.77%,49.16%
000416,大摩添利18个月定开债C,定开债券,李轶,1.3331,1.334,1.434,-0.07%,0.30%,1.60%,3.81%,7.15%,21.38%,45.96%
000417,国联安新精选混合,混合型,魏东,1.1649,1.1666,1.4046,-0.14%,2.56%,-6.87%,17.87%,34.32%,9.55%,43.58%
000418,景顺长城成长之星股票,股票型,邓敬东,2.712,2.721,2.721,-0.33%,0.74%,-9.27%,24.59%,57.47%,80.32%,172.10%
000419,大摩优质信价纯债A,债券型,施同亮,1.0611,1.061,1.326,0.01%,-0.72%,0.46%,2.51%,4.86%,17.34%,34.47%
000420,大摩优质信价纯债C,债券型,施同亮,1.0541,1.054,1.305,0.01%,-0.83%,0.27%,2.25%,4.43%,16.19%,32.22%
000421,华泰柏瑞丰汇债券A,债券型,陈东,1.021,1.0209,1.2493,0.01%,-1.06%,1.37%,3.42%,5.61%,16.40%,25.83%
000422,华泰柏瑞丰汇债券C,债券型,陈东,1.0188,1.0187,1.2203,0.01%,-1.09%,1.27%,3.30%,5.35%,15.48%,22.87%
000423,前海开源事件驱动混合A,混合型,王霞,1.8927,1.89,1.89,0.14%,-0.79%,0.00%,21.86%,23.37%,61.68%,89.00%
000431,鹏华品牌传承混合,混合型,张航,1.9375,1.94,2.022,-0.13%,3.74%,-3.15%,17.93%,45.86%,72.29%,109.84%
000432,中银优秀企业混合,混合型,欧阳力君,1.9189,1.923,1.923,-0.22%,1.10%,-7.68%,14.53%,28.80%,34.95%,92.30%
000433,安信鑫发优选混合,混合型,袁玮,1.2899,1.292,1.292,-0.16%,0.54%,-5.07%,5.04%,11.28%,14.84%,29.20%
000435,建信稳定添利债券A,债券型,牛兴华,1.1191,1.119,1.485,0.01%,0.27%,-1.33%,3.09%,3.55%,8.85%,53.85%
000436,易方达裕惠定开混合发起式,混合型,胡剑,1.6451,1.645,2.058,0.00%,-0.48%,0.00%,3.52%,7.60%,25.31%,109.64%
000437,融通月月添利定开债A,定开债券,朱浩然,1.0512,1.051,1.283,0.01%,-0.38%,1.28%,4.00%,6.40%,19.23%,30.90%
000438,融通月月添利定开债B,定开债券,朱浩然,1.0501,1.05,1.261,0.01%,-0.47%,1.14%,3.78%,5.99%,18.01%,28.33%
000452,南方医药保健灵活配置混合,混合型,王峥娇,2.746,2.752,2.967,-0.22%,7.92%,17.11%,36.64%,81.29%,85.32%,227.99%
000457,上投摩根核心成长股票,股票型,李博,1.7652,1.768,2.077,-0.16%,1.20%,-4.79%,6.96%,21.10%,0.14%,106.49%
000458,英大领先回报混合发起式,混合型,郑中华,1.0022,1.0046,1.6646,-0.24%,4.65%,-9.36%,12.12%,15.13%,24.29%,76.38%
000462,农银主题轮动混合,混合型,颜伟鹏,1.5892,1.5903,1.5903,-0.07%,7.94%,3.79%,33.69%,57.83%,52.40%,59.03%
000463,华商双债丰利债券A,债券型,厉骞,0.7211,0.721,1.136,0.01%,0.28%,-15.57%,-16.55%,-14.98%,-40.63%,-0.01%
000465,景顺长城鑫月薪定期支付债券,定开债券,袁媛,1.0421,1.042,1.374,0.01%,-0.48%,1.96%,4.10%,6.46%,14.79%,37.39%
000466,融通通瑞债券A/B,债券型,何天翔,1.0877,1.087,1.162,0.06%,-1.63%,-1.27%,4.32%,5.74%,4.92%,16.82%
000469,富国目标齐利一年期纯债债券,定开债券,黄纪亮,1.106,1.106,1.321,0.00%,-0.27%,1.00%,3.08%,4.69%,18.32%,35.33%
000471,富国城镇发展股票,股票型,蒲世林,1.5818,1.58,2.08,0.12%,3.54%,3.67%,14.41%,31.23%,-14.73%,98.29%
000477,广发主题领先混合,混合型,王颂,1.7685,1.768,1.768,0.03%,6.96%,5.93%,14.06%,17.16%,14.58%,76.80%
000478,建信中证500指数增强A,股票指数,叶乐天,2.068,2.0739,2.0739,-0.29%,1.80%,-5.16%,6.96%,7.66%,-4.04%,107.39%
000480,东方红新动力混合,混合型,周云,2.4434,2.43,2.518,0.55%,3.18%,-4.37%,3.01%,11.67%,12.92%,158.68%
000481,华商双债丰利债券C,债券型,厉骞,0.7111,0.711,1.096,0.01%,0.28%,-15.66%,-16.65%,-15.36%,-41.48%,-3.59%
000489,光大岁末红利纯债A,债券型,周华,1.087,1.0869,1.2611,0.01%,-0.18%,0.92%,3.29%,5.60%,14.58%,28.29%
000490,光大岁末红利纯债C,债券型,周华,1.0854,1.0853,1.2357,0.01%,-0.21%,0.85%,3.17%,5.27%,13.33%,25.27%
000496,长安产业精选混合A,混合型,顾晓飞,1.2214,1.2251,1.4651,-0.30%,2.01%,-13.65%,-4.87%,8.09%,22.32%,52.88%
000497,财通纯债债券A,债券型,林洪钧,1.0966,1.0965,1.172,0.01%,-0.46%,1.28%,1.37%,3.98%,15.15%,17.78%
000501,华富恒富18个月定开债C,定开债券,姚姣姣,--,1.1882,1.3382, ,-0.69%,-2.08%,4.71%,6.92%,20.32%,35.40%
000502,华富恒富18个月定开债A,定开债券,姚姣姣,--,1.2014,1.4514, ,-0.65%,-1.98%,4.92%,7.36%,22.68%,51.81%
000503,中信建投景和中短债A,债券型,黄海浩,1.1231,1.123,1.282,0.01%,-0.09%,0.93%,2.19%,4.12%,10.97%,30.76%
000504,中信建投景和中短债C,债券型,黄海浩,1.093,1.0929,1.2519,0.01%,-0.13%,0.82%,1.99%,3.71%,9.62%,27.41%
000507,泰达宏利宏达混合A,混合型,师婧,1.299,1.297,1.487,0.15%,-0.23%,0.08%,2.37%,7.99%,19.98%,53.15%
000508,泰达宏利宏达混合B,混合型,师婧,1.2569,1.255,1.445,0.15%,-0.24%,0.00%,2.37%,7.82%,18.73%,48.67%
000511,国泰国策驱动灵活配置混合A,混合型,戴计辉,1.5472,1.546,1.546,0.08%,0.32%,-1.28%,5.75%,14.77%,-0.19%,54.60%
000512,国泰沪深300指数增强A,股票指数,谢东旭,1.3544,1.3536,1.8536,0.06%,0.71%,-5.47%,1.50%,8.90%,5.94%,85.93%
000513,富国高端制造行业股票,股票型,毕天宇,2.4037,2.415,2.415,-0.47%,2.59%,-0.12%,19.32%,52.37%,74.87%,141.50%
000516,富国祥利一年期定期开放债券型A,定开债券,黄纪亮,1.1131,1.1129,1.2029,0.02%,-0.29%,1.40%,4.12%,7.48%,--,21.16%
000517,富国祥利一年期定期开放债券型C,定开债券,黄纪亮,1.1003,1.1001,1.1901,0.02%,-0.33%,1.30%,3.91%,7.04%,--,19.83%
000520,上银新兴价值成长混合,混合型,赵治烨,1.3348,1.334,2.039,0.06%,4.96%,2.46%,4.14%,22.61%,38.73%,142.35%
000521,诺安瑞鑫定开债券,定开债券,潘飞,1.0285,1.0292,1.1384,-0.07%,0.04%,2.77%,5.01%,6.85%,--,14.40%
000522,华润元大信息传媒科技混合,混合型,李仆,2.1144,2.122,2.122,-0.36%,4.69%,-9.78%,42.03%,73.51%,51.46%,112.20%
000523,国投瑞银医疗保健混合,混合型,张佳荣,1.7152,1.72,2.341,-0.28%,1.96%,8.93%,33.44%,48.28%,69.38%,171.78%
000524,上投摩根民生需求股票,股票型,杨景喻,2.0428,2.05,2.489,-0.35%,3.38%,-4.74%,26.39%,64.92%,29.66%,156.34%
000526,国泰浓益灵活配置混合A,混合型,樊利安,1.2407,1.241,1.406,-0.03%,0.87%,-0.87%,4.21%,12.58%,7.10%,40.95%
000527,南方新优享灵活配置混合A,混合型,章晖,3.4156,3.423,3.423,-0.22%,3.01%,0.62%,21.00%,45.41%,63.70%,242.30%
000529,广发竞争优势混合,混合型,苗宇,2.3661,2.363,2.363,0.13%,6.83%,9.35%,8.79%,34.87%,62.74%,136.30%
000530,招商丰盛稳定增长混合A,混合型,王奇玮,1.5085,1.515,1.515,-0.43%,3.41%,-8.40%,12.98%,37.23%,25.73%,51.50%
000531,东吴阿尔法灵活配置混合,混合型,刘瑞,1.331,1.323,1.323,0.61%,1.96%,-0.15%,8.98%,16.77%,24.81%,32.30%
000532,景顺长城优势企业混合,混合型,江科宏,2.5251,2.516,2.516,0.36%,3.28%,5.45%,10.84%,31.25%,68.41%,151.60%
000534,长盛高端装备混合,混合型,乔培涛,2.0732,2.076,2.076,-0.13%,3.49%,-9.15%,27.05%,50.22%,41.13%,107.60%
000535,长盛航天海工装备灵活配置混合,混合型,乔培涛,0.9544,0.955,1.47,-0.06%,0.63%,-4.69%,3.47%,6.47%,-1.75%,46.66%
000536,前海开源可转债债券,债券型,曾健飞,0.8349,0.834,1.204,0.10%,-2.68%,-5.76%,1.21%,4.25%,11.05%,19.07%
000538,诺安优势行业混合A,混合型,吴博俊,1.3799,1.381,1.381,-0.08%,0.95%,-0.86%,5.90%,7.81%,8.06%,38.10%
000541,华商创新成长混合发起式,混合型,梁皓,1.8167,1.822,2.077,-0.29%,4.23%,2.59%,35.97%,64.14%,43.13%,121.86%
000545,中邮核心竞争力灵活配置混合,混合型,任慧峰,1.2146,1.202,1.202,1.05%,-1.07%,-4.22%,5.07%,13.61%,-21.28%,20.20%
000546,兴业定开债A,定开债券,周鸣,1.1561,1.156,1.448,0.01%,-0.09%,1.76%,3.90%,6.74%,19.49%,50.09%
000547,建信健康民生混合,混合型,姜锋,3.2366,3.237,3.237,-0.01%,4.96%,-4.79%,19.84%,42.47%,53.41%,223.70%
000549,华安大国新经济股票,股票型,翁启森,2.4207,2.431,2.431,-0.43%,5.56%,-9.86%,20.29%,49.14%,49.97%,143.10%
000550,广发新动力混合,混合型,王颂,2.1653,2.167,2.167,-0.08%,4.33%,5.30%,18.67%,22.64%,4.03%,116.70%
000551,信诚幸福消费混合,混合型,闾志刚,2.0723,2.071,2.317,0.06%,2.02%,4.75%,22.11%,35.35%,36.76%,137.14%
000552,中加纯债一年A,定开债券,闫沛贤,1.1831,1.183,1.51,0.01%,0.25%,1.89%,4.60%,8.23%,20.74%,58.64%
000553,中加纯债一年C,定开债券,闫沛贤,1.1751,1.175,1.482,0.01%,0.17%,1.73%,4.26%,7.70%,19.27%,54.96%
000554,中国梦灵活配置混合,混合型,张原,1.4603,1.464,1.464,-0.25%,-2.33%,-6.03%,1.60%,11.25%,1.11%,46.40%
000556,国投瑞银新机遇灵活配置混合A,混合型,宋璐,1.9447,1.943,2.189,0.09%,3.41%,-3.67%,29.88%,40.43%,68.01%,133.64%
000557,国投瑞银新机遇灵活配置混合C,混合型,宋璐,1.8928,1.892,2.128,0.04%,3.33%,-3.76%,29.50%,39.72%,65.43%,126.47%
000561,南方启元债券A,债券型,黄河,1.1451,1.145,1.25,0.01%,-1.02%,1.37%,3.24%,5.27%,14.26%,25.63%
000562,南方启元债券C,债券型,黄河,1.1631,1.163,1.225,0.01%,-1.01%,1.26%,3.01%,4.82%,12.96%,22.83%
000563,南方通利债券A,债券型,何康,1.1268,1.1267,1.4146,0.01%,-0.73%,0.85%,3.50%,5.55%,18.02%,47.62%
000564,南方通利债券C,债券型,何康,1.1255,1.1254,1.3999,0.01%,-0.76%,0.74%,3.29%,5.12%,16.60%,45.68%
000566,华泰柏瑞创新升级混合,混合型,张慧,2.4401,2.448,3.154,-0.32%,0.66%,-2.93%,17.04%,32.05%,69.51%,232.57%
000567,广发聚祥灵活混合,混合型,毛深静,1.9623,1.962,1.962,0.01%,5.48%,0.05%,12.95%,29.42%,20.74%,96.20%
000572,中银多策略混合,混合型,李建,1.231,1.231,1.662,0.00%,0.82%,5.48%,8.27%,17.91%,26.52%,75.83%
000573,天弘通利混合,混合型,姜晓丽,1.3839,1.384,1.453,-0.01%,0.36%,1.10%,5.01%,12.25%,19.83%,47.96%
000574,宝盈新价值混合A,混合型,肖肖,1.7504,1.737,2.425,0.77%,4.07%,7.55%,10.50%,26.88%,37.42%,161.37%
000577,安信价值精选股票,股票型,陈一峰,3.2822,3.283,3.283,-0.03%,3.89%,1.52%,13.91%,23.61%,40.48%,228.30%
000578,鑫元恒鑫收益增强A,债券型,郑文旭,0.9285,0.928,1.008,0.06%,-3.93%,-7.50%,1.73%,3.32%,1.87%,0.16%
000579,鑫元恒鑫收益增强C,债券型,郑文旭,0.9057,0.9065,0.9865,-0.08%,-3.96%,-7.58%,1.52%,2.91%,0.72%,-2.13%
000583,江信聚福定开债,定开债券,静鹏,1.1025,1.1033,1.4033,-0.07%,-0.72%,-0.07%,2.49%,4.85%,13.14%,46.73%
000584,新华鑫益灵活配置混合,混合型,栾超,3.1292,3.135,3.135,-0.19%,4.22%,-4.60%,27.70%,55.20%,91.86%,213.50%
000585,嘉实对冲套利定期混合,混合型,金猛,1.1591,1.159,1.159,0.01%,0.17%,0.43%,2.29%,9.86%,9.44%,15.90%
000586,景顺长城中小板创业板精选股票,股票型,李孟海,1.9983,2.003,2.003,-0.23%,5.98%,-9.08%,25.03%,46.10%,31.78%,100.30%
000587,大成灵活配置混合,混合型,王磊,2.042,2.051,2.451,-0.44%,6.05%,-2.57%,15.74%,30.47%,21.50%,154.97%
000589,光大银发商机混合,混合型,陈栋,2.2096,2.209,2.459,0.03%,3.13%,-2.64%,19.73%,50.99%,67.60%,175.16%
000590,华安新活力混合,混合型,贺涛,1.3049,1.305,1.566,-0.01%,1.16%,1.16%,3.49%,8.44%,21.43%,59.32%
000591,中银健康生活混合,混合型,严菲,1.6584,1.661,1.661,-0.15%,1.71%,-5.57%,4.73%,21.77%,23.40%,66.10%
000592,建信改革红利股票,股票型,陶灿,2.7213,2.731,2.731,-0.35%,3.17%,-4.88%,19.78%,52.14%,43.28%,173.10%
000593,易方达标普消费品指数美元现汇A,QDII-指数,张胜记,0.2662,0.2644,0.2644,0.69%,7.52%,-5.61%,-8.19%,0.49%,12.46%,12.85%
000594,大摩进取优选股票,股票型,朱睿,1.8367,1.839,1.839,-0.12%,-0.54%,-9.81%,6.12%,26.65%,22.85%,83.90%
000595,嘉实泰和混合,混合型,归凯,3.0538,3.065,7.594,-0.36%,5.07%,0.33%,22.16%,50.88%,90.05%,261.67%
000596,前海开源中证军工指数A,股票指数,黄玥,1.3264,1.328,1.328,-0.12%,2.39%,-4.80%,13.70%,13.99%,-2.99%,32.80%
000597,中海积极收益混合,混合型,刘俊,1.2394,1.24,1.499,-0.05%,2.23%,0.81%,4.64%,15.67%,31.84%,54.94%
000598,长盛生态环境混合,混合型,代毅,1.9661,1.971,1.971,-0.25%,-1.84%,-5.65%,20.04%,25.06%,41.29%,97.10%
000601,华宝创新优选混合,混合型,代云锋,1.5232,1.536,1.876,-0.83%,5.64%,-10.49%,27.57%,68.61%,79.23%,84.83%
000603,易方达创新驱动灵活配置混合,混合型,葛秋石,1.0169,1.013,1.013,0.39%,5.74%,0.70%,12.31%,22.94%,14.72%,1.30%
000606,天弘优选债券,债券型,刘洋,1.0628,1.0627,1.1408,0.01%,-1.39%,1.17%,3.40%,5.39%,--,14.41%
000609,华商新量化混合,混合型,邓默,1.7294,1.732,2.282,-0.15%,4.53%,-0.63%,28.77%,62.02%,61.85%,156.37%
000612,华宝生态中国混合,混合型,夏林锋,2.3647,2.375,2.575,-0.43%,5.14%,-2.22%,15.85%,37.92%,31.87%,154.98%
000613,国寿安保沪深300ETF联接,联接基金,李康,1.0476,1.0429,1.7029,0.45%,0.76%,-5.44%,-0.77%,6.92%,12.10%,75.77%
000614,华安德国30(DAX)联接,QDII-指数,倪斌,--,1.128,1.128, ,12.02%,-1.40%,-6.31%,2.27%,-7.01%,12.80%
000616,上投摩根优信增利债券A,债券型,唐瑭,1.2505,1.25,1.469,0.04%,0.40%,-1.03%,0.64%,1.41%,10.31%,47.04%
000617,上投摩根优信增利债券C,债券型,唐瑭,1.2196,1.219,1.434,0.05%,0.33%,-1.14%,0.41%,0.98%,8.95%,43.49%
000619,东方红产业升级混合,混合型,王延飞,3.6932,3.679,3.679,0.39%,3.14%,-8.55%,4.67%,23.62%,49.37%,267.90%
000628,大成高新技术产业股票,股票型,刘旭,2.0486,2.043,2.043,0.27%,6.68%,2.51%,9.37%,23.89%,51.56%,104.30%
000632,中银聚利半年定开债,定开债券,陈玮,1.0049,1.0057,1.1227,-0.08%,-1.83%,-4.23%,1.14%,4.65%,14.01%,28.75%
000634,富国天盛灵活配置基金,混合型,肖威兵,1.4083,1.404,2.25,0.30%,4.54%,1.58%,16.87%,43.04%,86.56%,177.75%
000639,宝盈祥瑞混合A,混合型,李宇昂,1.1189,1.118,1.444,0.08%,-0.45%,-1.76%,0.36%,0.72%,-1.23%,46.43%
